,transcriptomics_sample_id,cell_specimen_id,ephys_session_id,age,ephys_path,hemisphere_right,biological_sex_M,r,g,b,0_dim_pos,0_embed_pos,1_dim_pos,1_embed_pos,2_dim_pos,2_embed_pos,3_dim_pos,3_embed_pos,4_dim_pos,4_embed_pos,5_dim_pos,5_embed_pos,6_dim_pos,6_embed_pos,7_dim_pos,7_embed_pos,8_dim_pos,8_embed_pos,9_dim_pos,9_embed_pos,structure_VISl2/3,structure_VISl5,structure_VISl6a,structure_VISp1,structure_VISp2/3,structure_VISp4,structure_VISp5,structure_VISp6a,structure_VISpm2/3,structure_VISpm5,structure_VISpm6a,just_my_type_0,just_my_type_1,just_my_type_2,just_my_type_3,just_my_type_4,just_my_type_5,just_my_type_6,just_my_type_7,just_my_type_8,just_my_type_9,just_my_type_10,mean_resting_volt
53,SM-GE63V_S192_E1-50,637866154,637866126,47,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-636828314\sub-636828314_ses-637866126_icephys.nwb,1,1,0.0,1.0,0.3625004724974956,0.5157442945664611,-0.445596,0.5693512849915836,-0.38266605,0.4393622684283592,-0.50971127,0.8396205665140715,10.814378,0.5087480838613823,5.2891707,0.7237407915203676,1.7190135,0.4994929972957621,3.866468,0.33570700140891596,2.148059,0.8024584823438077,7.583287,0.7154834397088808,6.4752345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-67.36932260673225
54,SM-GE63V_S184_E1-50,637879731,637879633,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-626194785\sub-626194785_ses-637879633_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.5288397885987284,-1.840044,0.7746513530597481,0.9401246,0.3023983279872852,0.4777,0.4089481880411214,-1.936509,0.47582353521435555,5.2185383,0.7842619601060046,2.622559,0.6069976624126211,3.133662,0.4812230591031559,1.9458945,0.675896578733258,6.3540053,0.7952495863489731,8.688279,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-72.44658582568756
55,SM-GE63V_S185_E1-50,637886938,637886883,53,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-626194785\sub-626194785_ses-637886883_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.555998344982968,-1.7720803,0.6489267160292986,0.74102217,0.2531298136131277,0.43219095,0.6879554729847667,-1.4487615,0.5148867073499906,5.3462543,0.6198524936758767,2.1906536,0.5820951844197506,3.0590312,0.43206162326744924,1.8606213,0.8049645636891187,6.488755,0.6671284307372479,8.566518,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-64.41136723294818
56,SM-GE63O_S004_E1-50,637919747,637919731,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-626194774\sub-626194774_ses-637919731_icephys.nwb,1,0,1.0,0.0,0.09375,0.3649304807238712,9.59355,0.5128351477833517,-0.12904789,0.44848625021742267,0.70214915,0.6126745958392743,2.9120586,0.2774324196009239,0.5948349,0.5142757148413131,1.55118,0.27999193860047084,2.6601865,0.35473117121069475,1.3127458,0.45091286333780256,6.82667,0.5718689526796047,7.021603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.96618003036939
57,SM-GE63O_S006_E1-50,638176297,638176282,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-626194816\sub-626194816_ses-638176282_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.4211531478790198,-2.1095276,0.38098932809282193,0.31670615,0.7240670298581988,0.8671929,0.12711299962324094,-2.4292002,0.4482644847740862,5.1284347,0.742070128695598,2.5117207,0.4281410939450298,2.5976431,0.5058286902706747,1.9885743,0.27750454866342683,5.938075,0.5189224907528239,8.425669,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-74.17121846019775
59,SM-GE63O_S009_E1-50,638212024,638212009,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-626194732\sub-626194732_ses-638212009_icephys.nwb,0,0,0.0,1.0,0.3625004724974956,0.4162635016108412,-0.6945446,0.5238082354405564,-0.4547898,0.1481412528937693,-0.7787104,0.09427440524980063,9.511398,0.5180304001344277,5.319519,0.5773711941197077,1.3344989,0.4413230413228177,3.6921372,0.4493580162510498,2.3451927,0.33011353095630164,7.090148,0.3655751871544344,6.1426954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-69.02776818417932
60,SM-GE63O_S010_E1-50,638225388,638225093,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-626194732\sub-626194732_ses-638225093_icephys.nwb,0,0,0.0,1.0,0.3625004724974956,0.5257516586496104,-0.4205528,0.4643716135371341,-0.5489159,0.5918112213408818,-0.36889505,0.7221178016780009,10.608965,0.4879046204288692,5.2210236,0.6513437146482693,1.5288255,0.4915117683735173,3.8425488,0.42623178539332035,2.305079,0.6735206656371566,7.448673,0.5723034623789991,6.339162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-67.67069934324768
62,SM-GE63O_S031_E1-50,638356222,638356193,51,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383917\sub-637383917_ses-638356193_icephys.nwb,1,1,1.0,0.0,0.09375,0.5459814893316085,10.046626,0.5052343016813624,-0.14108488,0.44776282066509077,0.7014809,0.467705230357598,2.65863,0.4920893925461064,1.2966505,0.6179460153551499,1.823523,0.635308733906573,3.7250426,0.599499210154906,1.7373091,0.5350485955892683,6.91451,0.3834507957691268,6.842538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.49659141295759
63,SM-GE63O_S036_E1-50,638356259,638356240,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383967\sub-637383967_ses-638356240_icephys.nwb,1,1,1.0,0.0,0.09375,0.36164508812000595,9.585328,0.5470347115826449,-0.07488813,0.4779805072661242,0.7293928,0.6178784292110089,2.9211557,0.25213318548216035,0.5121197,0.49768495629417425,1.5075959,0.2477336894201617,2.5635111,0.3192310618722291,1.251169,0.46869750002544036,6.8452377,0.64327756114093,7.089467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-69.5428230986225
64,SM-GE63O_S034_E1-50,638366507,638366259,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383967\sub-637383967_ses-638366259_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.40734123694735447,-2.1440916,0.43069652749292525,0.3954244,0.7293580481566069,0.8720802,0.0656820985382996,-2.5365908,0.4366280815034254,5.0903897,0.7986995185408332,2.6604867,0.4394373602380925,2.6314971,0.5215634176759354,2.015867,0.25060356722411975,5.90999,0.5489448029617873,8.454201,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-64.82778799479054
65,SM-GE63O_S037_E1-50,638775149,638775123,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383977\sub-637383977_ses-638775123_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.5793036343109779,-1.7137593,0.8689055746283815,1.0893892,0.06762524082004438,0.26084146,0.6497514994635981,-1.5155479,0.5056409982163047,5.3160257,0.749847423971649,2.5321517,0.660884402353772,3.2951562,0.4630825708577866,1.9144288,0.916410964816878,6.605108,0.7835579639294722,8.677168,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-68.17496478864739
66,SM-GE63O_S056_E1-50,638782470,638782455,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383977\sub-637383977_ses-638782455_icephys.nwb,0,0,1.0,0.0,0.09375,0.4726899099817236,9.863215,0.5484375233831748,-0.072666585,0.42299598957601703,0.67860395,0.5697275592327324,2.8369806,0.2134195495432082,0.38554645,0.49035273133849283,1.4883341,0.3796096469161415,2.9587328,0.44389730682920553,1.4674093,0.4022632794743978,6.775879,0.5185020298658811,6.9708853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-73.98179412981182
67,SM-GE63O_S065_E1-50,639002031,639002016,43,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383957\sub-637383957_ses-639002016_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.455218279003304,-2.0242803,0.15248578997539675,-0.045160897,0.711187260721963,0.85529596,0.37689366008067254,-1.9925452,0.499761687451924,5.2968035,0.46068821364367757,1.7725272,0.3686796496908793,2.419442,0.4288318352177164,1.8550191,0.37512571153301827,6.039994,0.40286324411735847,8.315371,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-75.93940503287506
68,SM-GE63O_S066_E1-50,639004612,639004554,43,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383957\sub-637383957_ses-639004554_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.5197915730878252,-1.862687,0.2860821475034524,0.16640747,0.5187955882584127,0.6775849,0.5881017035112274,-1.6233212,0.5107611848358005,5.332766,0.4743866957828434,1.8085133,0.42087720824267144,2.5758739,0.43123903930815033,1.8591945,0.5221884292980483,6.1935306,0.3781423516356481,8.291877,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-76.03331207583895
69,SM-GE63O_S072_E1-50,639005493,639005473,43,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383957\sub-637383957_ses-639005473_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.5205477069006247,-1.8607948,0.7347137544927695,0.87687784,0.20246567580146818,0.38539279,0.6961082498275236,-1.4345092,0.4861639582445845,5.252346,0.7901269232612342,2.6379664,0.5672140317815044,3.0144336,0.4703196465254324,1.9269819,0.6732288147205076,6.35122,0.42593841856903003,8.3373,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-59.523396358001875
70,SM-GE63O_S060_E1-50,639013022,639012999,43,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383957\sub-637383957_ses-639012999_icephys.nwb,0,0,0.8187488187488189,1.0,0.0,0.4829119359431523,-1.9549775,0.707082242006946,0.8331195,0.35829269820507764,0.5293293,0.4550334678545061,-1.8559449,0.45731344876436203,5.15802,0.8626727501853483,2.828545,0.5461611976181007,2.95134,0.4883047448190952,1.958178,0.5264821545991727,6.1980133,0.49959333179269794,8.407299,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-74.10330685082373
71,SM-GE63O_S068_E1-50,639016154,639016139,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383987\sub-637383987_ses-639016139_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.4530783531456478,-2.0296354,0.8120364703223335,0.9993291,0.2366289927380746,0.41694924,0.5594442738718775,-1.6734188,0.45927506639139415,5.1644335,0.956444365495834,3.0748842,0.5640739348277354,3.005023,0.49711077104291407,1.9734526,0.5339300621074629,6.205789,0.3580806474548341,8.272811,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-72.34618951222522
72,SM-GE63O_S061_E1-50,639018115,639018100,43,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383957\sub-637383957_ses-639018100_icephys.nwb,0,0,0.8187488187488189,1.0,0.0,0.540486145247658,-1.8108993,0.4282614948800159,0.39156818,0.42216137733537296,0.5883244,0.6189006205078207,-1.56948,0.48209662795590996,5.239048,0.605885780433152,2.1539629,0.4486136573481085,2.6589978,0.4744281678447447,1.9341084,0.4981890579893702,6.1684747,0.3131696045070384,8.230129,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-63.601845669532345
73,SM-GE63O_S069_E1-50,639018814,639018799,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383987\sub-637383987_ses-639018799_icephys.nwb,1,0,0.0,1.0,0.3625004724974956,0.5912154928691646,-0.2567309,0.48486594913826114,-0.5164603,0.6577748197840354,-0.30796486,0.6231364066714471,10.43593,0.47197336839383347,5.1689367,0.6575043173974232,1.5450095,0.4888570336227567,3.8345928,0.38852047910385773,2.2396667,0.7161665244624505,7.493196,0.6632308887685463,6.4255757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-70.45882809157918
74,SM-GE63H_S098_E1-50,639210975,639210886,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383997\sub-637383997_ses-639210886_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.49152975587674536,-1.9334116,0.19205814094275866,0.01750741,0.6136036412712755,0.76515853,0.5123863780167031,-1.7556832,0.5120297461830068,5.3369136,0.43761176223980663,1.7119051,0.3851365389550864,2.468762,0.4232450132079104,1.8453285,0.45285259861637667,6.1211424,0.3650789630289136,8.279462,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-79.67154579556637
75,SM-GE63H_S101_E1-50,639212193,639211955,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383997\sub-637383997_ses-639211955_icephys.nwb,1,1,1.0,0.5906255906255905,0.0,0.38352109256681916,7.0896063,0.4842878798896384,-0.16386302,0.4829662410036472,0.68780106,0.5610008141347878,3.3110793,0.5528541446728457,3.2915823,0.6255442478779201,1.9314803,0.45092089790074735,2.8155472,0.45874464146293426,1.7636324,0.5489628963337375,7.2273016,0.47481323360137034,7.0914474,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-68.44388686294036
76,SM-GE63H_S099_E1-50,639216491,639216476,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383997\sub-637383997_ses-639216476_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.5232136823830994,-1.8541232,0.1473742101744709,-0.053255793,0.4914574881146811,0.65233284,0.8278256791200992,-1.2042469,0.6202885790379652,5.690863,0.04340901342542229,0.6763301,0.43588875075974587,2.6208622,0.337343784730385,1.6963282,0.8164860523016243,6.500784,0.6049122613089531,8.50739,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-65.95921610921312
78,SM-GE63H_S100_E1-50,639226535,639226360,54,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383997\sub-637383997_ses-639226360_icephys.nwb,1,1,1.0,0.5906255906255905,0.0,0.1807905323468926,6.5822773,0.4441330266489161,-0.2274538,0.3589182379499983,0.57321864,0.5358139933047263,3.2670488,0.4781010534941871,3.047179,0.5907237575137495,1.8400065,0.4981375471703962,2.9570518,0.5376791631671143,1.9005486,0.6222425966011138,7.3038073,0.4842635686915472,7.1004286,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-66.52077684376734
79,SM-GE63H_S119_E1-50,639356925,639356839,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637384003\sub-637384003_ses-639356839_icephys.nwb,1,1,1.0,0.5906255906255905,0.0,0.3819382276810572,7.085645,0.4851110463595214,-0.16255942,0.4427437256682193,0.65064776,0.5703010501470879,3.3273375,0.5172227095456914,3.1750863,0.6313125098858509,1.9466336,0.4917695250589373,2.9379673,0.4692688915623009,1.7818873,0.5117347770597613,7.1884346,0.3907496555810091,7.0115566,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-67.67762597042814
80,SM-GE63H_S126_E1-50,639380048,639380033,45,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383947\sub-637383947_ses-639380033_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.5171810941020374,-1.8692197,0.1319474605145491,-0.07768619,0.5531383913514557,0.70930713,0.7264868341254146,-1.3814027,0.5947906126352586,5.607498,0.15564358230166928,0.97117156,0.41889606171890187,2.5699365,0.33558253824989764,1.6932732,0.7452063757650877,6.4263663,0.5786349611049317,8.482417,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-67.54813849521966
81,SM-GE63H_S120_E1-50,639380495,639380378,45,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383947\sub-637383947_ses-639380378_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.35016126713347606,7.006124,0.49325755558183104,-0.14965829,0.48158875008815094,0.6865287,0.5726006055114032,3.3313575,0.5436624711771385,3.2615304,0.6467148108789031,1.9870956,0.4836799428633771,2.9137235,0.44828471909235895,1.7454891,0.4751090855777417,7.1501966,0.3886568842690299,7.0095677,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-76.0908251160102
83,SM-GE63H_S132_E1-50,639390023,639389976,45,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383947\sub-637383947_ses-639389976_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.41572487595587215,-2.1231117,0.45373005826221924,0.4319012,0.6897330026476923,0.8354788,0.08573655073839151,-2.5015326,0.4327882696904512,5.0778356,0.8111070335568143,2.6930814,0.4430537501781607,2.6423352,0.5350846114391962,2.0393202,0.24186493876050807,5.9008665,0.5488384333817969,8.4541,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-80.3930946492663
84,SM-GE63H_S121_E1-50,639395418,639395403,45,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383947\sub-637383947_ses-639395403_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.40908749495211744,-2.1397216,0.37741865075370157,0.3110515,0.7387532756974523,0.8807585,0.1281256441034047,-2.42743,0.42294080335757306,5.0456395,0.8039238309229206,2.674211,0.40126168581861416,2.5170877,0.4997700628568594,1.9780653,0.1710675698420959,5.8269525,0.43233263520769283,8.343377,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-62.229975911712664
85,SM-GE63H_S128_E1-50,639395516,639395433,46,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639033189\sub-639033189_ses-639395433_icephys.nwb,1,0,1.0,0.5906255906255905,0.0,0.3546044166948338,7.017243,0.4744500229430683,-0.17944263,0.49942708644317535,0.70300585,0.5373191171408325,3.26968,0.5130910615340785,3.161578,0.6406651580617746,1.9712031,0.48830540249414495,2.9275856,0.4357969612883244,1.7238284,0.4494823827885927,7.1234417,0.4220137824620291,7.041269,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-70.77267157759007
86,SM-GE63H_S122_E1-50,639398242,639398095,45,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-637383947\sub-637383947_ses-639398095_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.3220504099206802,6.935777,0.4471619081495779,-0.22265714,0.3743186212306626,0.5874439,0.5881951941228304,3.3586192,0.49974848846342984,3.1179547,0.5810155703940965,1.814503,0.46343967869530656,2.853065,0.5277674697415909,1.8833562,0.6699764354130608,7.3536425,0.4962296446971553,7.1118007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-73.41008206842646
87,SM-GE63H_S152_E1-50,639671955,639671843,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390395\sub-639390395_ses-639671843_icephys.nwb,1,0,1.0,0.5906255906255905,0.0,0.5508261191282257,7.5082836,0.47318469724697826,-0.18144645,0.3591061450819571,0.5733922,0.5527958707582042,3.2967358,0.43845464649680466,2.917556,0.6008317274150559,1.8665602,0.5223938036954684,3.0297458,0.4981960952876503,1.8320631,0.5698592392735359,7.249118,0.36179956880808023,6.9840436,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-72.58140515245549
88,SM-GE63H_S142_E1-50,639674270,639674215,46,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390385\sub-639390385_ses-639674215_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.41084242279584776,-2.13533,0.7678041752674671,0.9292811,0.17449206625214028,0.35955372,0.8053347429283405,-1.2435645,0.4774024550976455,5.2237005,0.9197462120284564,2.9784777,0.5393915046718623,2.9310517,0.5004215872894898,1.9791954,0.5479539782196876,6.2204304,0.12001047513746407,8.046558,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-61.69815338341748
89,SM-GE63H_S143_E1-50,639689311,639688773,46,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390385\sub-639390385_ses-639688773_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.5290960728495229,11.930289,0.40964500220145156,-0.9472584,0.489394704018758,0.51530236,0.4205848028533792,1.608837,0.49469750538029295,3.7330475,0.6430712060355347,3.1752017,0.6916280127891087,6.655678,0.5743789571570563,2.328878,0.4498596423459514,6.9408393,0.5107410644730032,6.6237793,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-60.515545143207405
90,SM-GE63H_S147_E1-50,639689999,639689600,49,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390395\sub-639390395_ses-639689600_icephys.nwb,0,0,0.0,1.0,0.3625004724974956,0.5028474327376788,-0.47787014,0.5576793390413259,-0.4011502,0.4667566697302755,-0.48440722,0.8147759308692937,10.770946,0.5302127019015926,5.359349,0.6856435344520891,1.6189315,0.5127117784221146,3.9060836,0.3559449447343958,2.1831627,0.7142185680312948,7.4911623,0.6003524181818213,6.3658185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-70.97427771450927
91,SM-GE63H_S135_E1-50,639695961,639695946,46,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390385\sub-639390385_ses-639695946_icephys.nwb,0,1,1.0,0.5906255906255905,0.0,0.2960475621253858,6.8707056,0.48039363996807494,-0.17003009,0.42526687823944254,0.6345045,0.5748758846848137,3.335335,0.5134986988030416,3.1629107,0.6286748057145494,1.9397043,0.4979914054941257,2.9566138,0.4871140633006013,1.8128407,0.5258660248862468,7.203188,0.38235097445149113,7.003575,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-66.16723008774558
92,SM-GE63H_S136_E1-50,639701690,639701642,46,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390385\sub-639390385_ses-639701642_icephys.nwb,0,1,1.0,0.0,0.09375,0.4331828829016287,9.76435,0.47630384355275185,-0.18690027,0.34590321697702286,0.6073938,0.4589602099249271,2.6433423,0.5580892572916055,1.5124354,0.6502013614422146,1.9082582,0.5236103516070246,3.3902915,0.44227949194058525,1.4646031,0.5444809979846328,6.9243574,0.5589184563157844,7.0092955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-80.60075952977353
93,SM-GE63H_S144_E1-50,639708328,639708214,46,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390385\sub-639390385_ses-639708214_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.3960774964884585,11.943986,0.4627951551353394,-0.6514806,0.4350358551306676,0.5622929,0.5358797981480502,1.8428718,0.3068112896951487,6.0061574,0.5565187329688258,3.283315,0.5483860992295637,4.8394713,0.6195961960319338,1.4878079,0.571256835212419,7.0140023,0.44325257642896226,6.362597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-69.17818125189879
94,SM-GE63H_S145_E1-50,639719157,639719100,46,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639390385\sub-639390385_ses-639719100_icephys.nwb,1,1,1.0,0.5906255906255905,0.0,0.5245603179752387,7.442554,0.5221828667440708,-0.10385105,0.41982641182372105,0.62947917,0.576417968339657,3.3380308,0.5852410350758535,3.3974705,0.649611352846635,1.9947048,0.48891821105827765,2.9294221,0.45420218287910424,1.7557533,0.5113424453893363,7.188025,0.3212642291956406,6.9455204,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-67.0701635123287
96,SM-GE63H_S165_E1-50,639797308,639797293,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639391169\sub-639391169_ses-639797293_icephys.nwb,1,0,1.0,0.0,0.09375,0.38920221891435663,9.654289,0.6114825709663727,0.027173992,0.49514865012096854,0.74525094,0.6219737407868147,2.928315,0.2977870100010346,0.66138375,0.4993804709200195,1.51205,0.1018139702954204,2.1262014,0.14845135395137551,0.9549424,0.5059247058380186,6.884104,0.6713927470595953,7.1161866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.83273962247898
97,SM-GE63H_S175_E1-50,639808649,639808631,50,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-639391169\sub-639391169_ses-639808631_icephys.nwb,1,0,0.13437322812322863,0.0,1.0,0.5847233316681139,-1.9019402,0.3511809593437873,1.7355168,0.5645861429490822,-0.43661332,0.3870565703123283,0.402357,0.4861836473434432,5.484386,0.5301772678393314,2.8955467,0.4622005372965098,3.6239727,0.4539122270161013,2.0720642,0.5456155170409027,6.932137,0.6352050131576088,8.006566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-70.1579706570797
