,transcriptomics_sample_id,cell_specimen_id,ephys_session_id,age,ephys_path,hemisphere_right,biological_sex_M,r,g,b,0_dim_pos,0_embed_pos,1_dim_pos,1_embed_pos,2_dim_pos,2_embed_pos,3_dim_pos,3_embed_pos,4_dim_pos,4_embed_pos,5_dim_pos,5_embed_pos,6_dim_pos,6_embed_pos,7_dim_pos,7_embed_pos,8_dim_pos,8_embed_pos,9_dim_pos,9_embed_pos,structure_VISl2/3,structure_VISl5,structure_VISl6a,structure_VISp1,structure_VISp2/3,structure_VISp4,structure_VISp5,structure_VISp6a,structure_VISpm2/3,structure_VISpm5,structure_VISpm6a,just_my_type_0,just_my_type_1,just_my_type_2,just_my_type_3,just_my_type_4,just_my_type_5,just_my_type_6,just_my_type_7,just_my_type_8,just_my_type_9,just_my_type_10,mean_resting_volt
3127,SM-GE5P3_S073_E1-50,803439725,803439488,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803439488_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.5806177818252284,12.405794,0.467868803111434,-0.6434458,0.4619302569779195,0.5871351,0.519110678322728,1.8135568,0.6477852077425937,7.120963,0.6609151315858676,3.5575655,0.4082264464786333,4.419424,0.2908317784980665,0.91754836,0.5370180183632762,6.978256,0.4552728407111692,6.3740206,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-70.64031658289824
3128,SM-GE5P3_S074_E1-50,803462246,803462069,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803462069_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.5298357720774666,12.278713,0.4792551724083881,-0.6254139,0.43367952957893596,0.56104004,0.5046153374567716,1.7882167,0.6142220030666619,7.011229,0.6632840601140665,3.5637887,0.4518740407550735,4.5502324,0.3834378325410746,1.0781785,0.5311832836837885,6.9721646,0.4663658833715738,6.384563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-66.16779093021634
3129,SM-GE5P3_S081_E1-50,803462597,803462337,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803462337_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.5508205932967958,11.984654,0.4694661504809497,-0.8525233,0.35534703451455957,0.3914833,0.537786638390395,1.8137238,0.4518356497715218,3.5929117,0.6300259444573109,3.1409316,0.3574456745967931,5.65416,0.37266678663605646,1.9789973,0.6460830256265464,7.145701,0.4423810483136643,6.5588126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-72.48843174823871
3130,SM-GE5P3_S094_E1-50,803472146,803471932,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-802861263\sub-802861263_ses-803471932_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.44236452818696964,12.014,0.5441971570302515,-0.1607712,0.6031193654247745,0.87956697,0.6410259136219606,2.171091,0.3367823276681956,8.167271,0.5620702228600757,3.4091706,0.18618206915539962,1.9924196,0.28784688339715725,-0.1583544,0.7641670940026027,7.1000943,0.5510165010550891,6.5403523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.75400613661706
3131,SM-GE5P3_S090_E1-50,803503492,803503294,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064369\sub-799064369_ses-803503294_icephys.nwb,0,1,1.0,0.0,0.09375,0.2580578521375411,9.326103,0.43492416286687247,-0.25243074,0.5020717244569806,0.75164574,0.6274976652824474,2.9379716,0.4561198518379954,1.179049,0.5799608426762793,1.7237356,0.37244719324276787,2.9372675,0.45558165528540784,1.4876764,0.5466015986200036,6.9265714,0.5600328281891734,7.0103545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-76.22908322875784
3132,SM-GE5P3_S075_E1-50,803561499,803561330,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064387\sub-799064387_ses-803561330_icephys.nwb,1,1,0.13437322812322863,0.0,1.0,0.45089355372586365,-2.2368464,0.5875329672204229,2.109813,0.4989684175235451,-0.49722403,0.4994727400946792,0.5988777,0.5123253743562406,5.5698557,0.6585466568406216,3.2327745,0.5314908644910775,3.8316302,0.3702620566890376,1.9269685,0.609327165895317,6.9986534,0.6638886742372601,8.033826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-59.94542704814246
3133,SM-GE5P3_S061_E1-50,803569205,803568936,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064387\sub-799064387_ses-803568936_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.5381763000735365,-1.8166796,0.2562752183994904,0.11920406,0.39129621128307757,0.55981445,0.9172340719244098,-1.0479473,0.6176178621616668,5.6821313,0.07676115291005373,0.76394653,0.47236434481890793,2.7301767,0.3566618277889072,1.7298363,0.876449769040197,6.5633874,0.5993850570958718,8.502137,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-61.33920320814352
3135,SM-GE5P3_S082_E1-50,803577676,803577535,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064387\sub-799064387_ses-803577535_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.44901858195796934,-2.039795,0.5266393492279026,0.54736316,0.4932352496138108,0.65397495,0.4426118319475921,-1.8776598,0.444449612486333,5.115962,0.8251427218084055,2.7299533,0.44963267135537527,2.6620517,0.49688761705211754,1.9730655,0.3410554283117997,6.0044236,0.24791186718298291,8.168111,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-72.80714643025489
3136,SM-GE5P3_S062_E1-50,803582166,803581998,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064387\sub-799064387_ses-803581998_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.5570272452678956,-1.7695055,0.33662532903741893,0.2464496,0.36620660839659375,0.53663933,0.8131344921297635,-1.2299293,0.5671902880099743,5.5172596,0.29307821604555734,1.3322139,0.4771864632541073,2.7446282,0.3932689788531968,1.7933334,0.7825244709867633,6.4653273,0.5299748922057794,8.4361725,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-61.65417715418757
3137,SM-GE5P3_S087_E1-50,803582322,803582200,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064369\sub-799064369_ses-803582200_icephys.nwb,1,1,1.0,0.0,0.09375,0.4054908456020271,9.695051,0.5587761180552975,-0.056293987,0.4781729313964474,0.72957057,0.5805997467976747,2.8559868,0.2840878819345729,0.6165948,0.5218115068297411,1.5709766,0.2854928958618087,2.6766725,0.3361673982627336,1.280546,0.49861884157711167,6.8764763,0.6099552832357579,7.057799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-63.82638476536597
3138,SM-GE5P3_S077_E1-50,803591738,803591615,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064387\sub-799064387_ses-803591615_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.46390850638321823,-2.0025332,0.07929494489411301,-0.16106875,0.721510150669759,0.86483115,0.4283975084488245,-1.9025086,0.5132258224773779,5.340824,0.39749476262571537,1.6065173,0.34160143478765365,2.3382907,0.41691141224399453,1.8343425,0.36791987129518827,6.0324707,0.33621367087399584,8.252029,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-68.196376253852
3139,SM-GE5P3_S083_E1-50,803595339,803595216,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799297358\sub-799297358_ses-803595216_icephys.nwb,1,1,1.0,0.0,0.09375,0.7545720985098502,10.56862,0.3591757036289921,-0.37238893,0.4155264874950093,0.6717044,0.34471140935178285,2.4436178,0.7597985329821386,2.1719189,0.7623792301384757,2.2029507,0.853416792737141,4.378695,0.6697491448412227,1.8591614,0.5823448863915911,6.963888,0.24270226647996693,6.708776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-73.65441590907604
3140,SM-GE5P3_S078_E1-50,803599821,803599761,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064387\sub-799064387_ses-803599761_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.4384563362717871,-2.0662267,0.8092780350875447,0.9949607,0.22407254389190737,0.40535092,0.583047959735509,-1.6321559,0.45805565486874616,5.1604466,0.962078988424086,3.0896864,0.5551757603634688,2.978356,0.5068673494215548,1.9903759,0.512971147061904,6.1839075,0.31315254523477576,8.230113,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-70.22509700374926
3141,SM-GE5P3_S088_E1-50,803601234,803601172,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799064369\sub-799064369_ses-803601172_icephys.nwb,1,1,1.0,0.0,0.09375,0.3535598440086959,9.565095,0.5315055048293571,-0.099480785,0.48283628050784877,0.7338781,0.6052092579867214,2.899008,0.320363296439583,0.73519635,0.5269280457604748,1.5844178,0.2663446767618739,2.6192868,0.3333433697330694,1.2756475,0.5088683351929539,6.887177,0.6175160530512013,7.0649843,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-71.58731815395112
3142,SM-GE5P3_S084_E1-50,803602696,803602624,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799297358\sub-799297358_ses-803602624_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.4830136874598246,12.115724,0.5244576565100029,-0.19203144,0.4577382243815687,0.74527925,0.6107142252321532,2.1181016,0.5261296203338311,8.786337,0.5625675689766387,3.4104772,0.24960123207146842,2.1824818,0.19403535451981938,-0.32107553,0.43640800979955036,6.7579064,0.6340530105365816,6.619267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-73.50004127109904
3143,SM-GE5P3_S096_E1-50,803603965,803603862,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799297358\sub-799297358_ses-803603862_icephys.nwb,0,1,0.0,0.4562523625023619,1.0,0.47061486500688937,11.783941,0.4657132498315204,-0.85846657,0.488828401480959,0.51477927,0.5047795427031173,1.7560223,0.3750584463076018,3.3418906,0.5789619302616895,3.0067859,0.5731565166984227,6.300628,0.5262313015856673,2.2453632,0.48830312200991716,6.980975,0.5291279495122717,6.6412535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-69.91122297096344
3144,SM-GE5P3_S091_E1-50,803605276,803605160,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799297358\sub-799297358_ses-803605160_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.5886081340726755,12.42579,0.49307998053731233,-0.6035204,0.4641546205581918,0.5891897,0.5507172560077428,1.8688099,0.6463196095616237,7.1161714,0.6613973213517982,3.5588322,0.349786005095063,4.2442827,0.23176775545912806,0.81509864,0.5673024608206378,7.009874,0.4587975874066028,6.3773704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-71.98766751942442
3145,SM-GE5OW_S097_E1-50,803609078,803609033,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799297358\sub-799297358_ses-803609033_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5815533622500618,12.362317,0.49888079041677735,-0.23253596,0.4823418627725917,0.7680055,0.5907765169613569,2.0832474,0.5093737596695583,8.731554,0.5738592317110244,3.4401405,0.2666529505754549,2.2335844,0.12992775576619386,-0.4322736,0.45859964100166,6.781075,0.6131398479725433,6.599392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-63.149257297350346
3146,SM-GE5P3_S089_E1-50,803616879,803616761,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799297358\sub-799297358_ses-803616761_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5093692357370674,12.181678,0.31100308119134723,-0.5300664,0.21224910708745934,0.5185224,0.40417041545807797,1.7570313,0.4675885331554155,8.594938,0.697418339896607,3.7647316,0.9070538905551906,4.152815,0.854870590175396,0.8251786,0.4779883159041206,6.801317,0.3059976857505219,6.307496,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-67.3007054662742
3147,SM-GE5P3_S079_E1-50,803616943,803616907,55,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-799297358\sub-799297358_ses-803616907_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5898573530676262,12.383098,0.4996302150668271,-0.23134914,0.45082282894277614,0.73889154,0.5356486288020734,1.9868754,0.6733151142390045,9.267556,0.6074521484305541,3.5283895,0.3411151974847873,2.4567418,0.13597200222140912,-0.42178953,0.33833925084495714,6.6555204,0.566556996343013,6.5551214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.8567202442605
3149,SM-GE5OW_S101_E1-50,804780573,804780392,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-804780392_icephys.nwb,1,1,0.0,0.4562523625023619,1.0,0.5190615440648837,11.905178,0.4810439078875642,-0.83418834,0.41076060252073615,0.4426685,0.5289304657353222,1.7982419,0.4042211373886171,3.4372373,0.600466613651017,3.063279,0.44316488786011493,5.9110537,0.43246635189442817,2.082723,0.5848646696578716,7.0817876,0.48860916742879285,6.602746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-66.10832218037653
3150,SM-GE5OW_S102_E1-50,804817611,804817532,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-804817532_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.562655018760249,12.315024,0.49597874823362886,-0.23713174,0.6050188277655506,0.8813215,0.600747757800917,2.1006787,0.4809511599378646,8.638627,0.6104132637125075,3.5361683,0.23161649800988768,2.128583,0.15311274753003082,-0.39205799,0.6834878996810284,7.0158634,0.460451333329471,6.4542828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-68.68416088461842
3151,SM-GE5OW_S110_E1-50,804838579,804838449,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-804838449_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.32679728966476385,11.770614,0.4886604771720138,-0.6105193,0.4961067700026048,0.6187037,0.5360650063910215,1.8431956,0.3841624668520936,6.259055,0.5393153674350444,3.2381215,0.504840493863836,4.7089686,0.6166161590147093,1.4826388,0.5338359755834726,6.974934,0.4750169413819178,6.3927846,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-75.65862675225215
3152,SM-GE5OW_S105_E1-50,804847087,804846806,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-804846806_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5620902406789443,12.313611,0.287343558870456,-0.5675345,0.3935072174539009,0.68594944,0.44521770374321357,1.8287883,0.3221931429494387,8.119572,0.6199134821047692,3.5611255,0.8486493282657945,3.977781,0.6962365553683431,0.5500194,0.5050423021275865,6.829562,0.3579331349240928,6.3568535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-70.48833467786726
3153,SM-GE5OW_S103_E1-50,804862304,804862214,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-804862214_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.5100174729275528,12.229118,0.40055555368488,-0.75004566,0.5035989861325306,0.62562424,0.45201455985576333,1.6962625,0.4156756717238943,6.362087,0.6218161032703949,3.4548519,0.6094208139191665,5.0223875,0.5210549812041422,1.3168828,0.47183706685023874,6.910206,0.5452012961867508,6.459485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-70.58702297801703
3154,SM-GE5OW_S106_E1-50,804887526,804887363,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-804887363_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.503865126541194,12.213722,0.49031785680011514,-0.6078946,0.5787761642537329,0.69506496,0.5045873789223023,1.7881678,0.7939050109413934,7.598698,0.6393600782887495,3.50094,0.3485210880277243,4.240492,0.23256106205468216,0.8164747,0.42467322795062057,6.8609657,0.4660417571985844,6.384255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-70.1988473806335
3158,SM-GE5OW_S108_E1-50,804968066,804968029,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-804968029_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5713911677048038,12.336886,0.3535249649865464,-0.46272707,0.43350439909949356,0.7228946,0.4908844920296781,1.9086208,0.42484481213979647,8.455189,0.6186656697404213,3.5578475,0.6653646749626597,3.4284916,0.5031531146413014,0.2151058,0.508054897818068,6.8327074,0.3961037583549553,6.3931293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-69.2857493670119
3160,SM-GE5OW_S112_E1-50,804977021,804976960,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072974\sub-803072974_ses-804976960_icephys.nwb,0,0,0.8187488187488189,1.0,0.0,0.36660147309364244,-2.246042,0.43318033866829664,0.39935786,0.7365354295005344,0.8787099,0.09046577093962506,-2.4932652,0.41236046501162155,5.0110474,0.8779171347107328,2.8685923,0.3914936620955878,2.4878137,0.5400327608168887,2.047903,0.10058260472178701,5.7533646,0.33591262489289114,8.251743,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-69.98223637601873
3161,SM-GE5OW_S104_E1-50,804977071,804977040,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072974\sub-803072974_ses-804977040_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.3812296827096227,-2.2094352,0.3892225547595087,0.3297446,0.7664812573285793,0.9063707,0.08262387936185576,-2.506974,0.4199215165088876,5.035768,0.8259967413260805,2.7321968,0.39502691754915475,2.4984026,0.5355963467688761,2.0402079,0.12619058155227772,5.7801,0.4099127375082257,8.32207,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-70.25424160722855
3162,SM-GE5OW_S118_E1-50,805406478,805406191,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805406191_icephys.nwb,0,0,0.8187488187488189,1.0,0.0,0.5276933214864846,-1.842913,0.20100575031043477,0.03167719,0.4358938912342585,0.6010091,0.9049331350565456,-1.0694512,0.625364282878558,5.707458,0.027187770336967176,0.6337167,0.44969424656355894,2.6622362,0.3582857593098592,1.7326531,0.8619558770387203,6.5482554,0.5718704579095102,8.475988,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-60.571732396487796
3163,SM-GE5OW_S155_E1-50,805442497,805442007,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805442007_icephys.nwb,0,0,0.13437322812322863,0.0,1.0,0.44356277615062856,-2.2551916,0.6180538944143131,2.158147,0.4152843118541297,-0.57452255,0.6079076998080548,0.7884387,0.5095298140086605,5.5607157,0.6649412754586729,3.2495732,0.5349436903122496,3.841978,0.39028371864431827,1.9616971,0.6011863979166719,6.9901543,0.5571538251232093,7.9323893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-71.30739683590085
3164,SM-GE5OW_S156_E1-50,805486350,805486101,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805486101_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.49823182721741066,12.153807,0.48887533243730313,-0.24838099,0.5773198839810519,0.85573614,0.6217519818743908,2.1373973,0.19100963599001566,7.6906705,0.5394257274492307,3.3496833,0.26731333275004476,2.2355635,0.35257547067102146,-0.046079196,0.7622068058425744,7.0980477,0.567078307633626,6.555617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-68.29003254196294
3165,SM-GE5OW_S119_E1-50,805508553,805508163,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805508163_icephys.nwb,0,0,1.0,0.0,0.09375,0.3836253211803393,9.640333,0.5531435114132115,-0.065214,0.48703470143045774,0.73775613,0.5818338774240722,2.8581443,0.20114671438258744,0.34542072,0.4961703649317174,1.503617,0.3228163821287504,2.788528,0.39634049045057224,1.3849194,0.46339394314886806,6.8397007,0.6269508340990211,7.073951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-65.7263540782867
3166,SM-GE5OW_S124_E1-50,805516815,805516641,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805516641_icephys.nwb,1,0,1.0,0.0,0.6843755906255904,0.5879587536067219,12.424165,0.4960614572544703,-0.5987988,0.40930729056126613,0.53852755,0.544553081072766,1.858034,0.6382866030724561,7.0899076,0.6776266871551132,3.601467,0.38653542585521755,4.354418,0.2843250218581999,0.90626204,0.5820420739381664,7.0252624,0.4490145965073053,6.368073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-75.6752111594934
3167,SM-GE5OW_S157_E1-50,805522589,805522323,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805522323_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.5870951995363868,12.376185,0.2907287760502152,-0.56217355,0.3992222528416295,0.6912284,0.4582346518596784,1.8515439,0.29871819499316793,8.042821,0.6204376921721539,3.5625026,0.8230219493724467,3.9009778,0.6561713249796276,0.4805241,0.5302063367186672,6.855834,0.364644955072821,6.363232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-62.42309431309694
3168,SM-GE5OW_S158_E1-50,805548370,805548177,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805548177_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.5192280811914223,12.206349,0.30095236378181073,-0.5459831,0.41778214742109204,0.70837206,0.4433401858662877,1.8255061,0.2571844055637094,7.9070272,0.5996115050542546,3.507792,0.8532655595707881,3.9916155,0.7651626858751948,0.66957545,0.5331545333805924,6.858912,0.3852410158700958,6.382806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-67.17819614558864
3169,SM-GE5OW_S136_E1-50,805548626,805548478,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072358\sub-803072358_ses-805548478_icephys.nwb,0,0,1.0,0.0,0.6843755906255904,0.5816631166950117,12.40841,0.4647509647185042,-0.6483833,0.3754296737712077,0.507235,0.502177489634155,1.783955,0.5927228197195662,6.940938,0.6900538963512576,3.6341133,0.4832493937332867,4.644262,0.3832851229114011,1.0779136,0.5461170073483843,6.987756,0.4577996199792409,6.376422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-72.83070657379363
3170,SM-GE5OW_S098_E1-50,805584825,805584632,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072212\sub-803072212_ses-805584632_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5285785501542383,12.229749,0.5018524624923293,-0.2278299,0.45129672659974923,0.7393293,0.5431673606363076,2.0000193,0.7147494372579325,9.403025,0.6231661983123644,3.5696704,0.360569462871392,2.5150447,0.18054687443060216,-0.34447202,0.3455523987739708,6.663051,0.4965377150844857,6.488578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.02679412112708
3171,SM-GE5OW_S100_E1-50,805587743,805587603,62,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072974\sub-803072974_ses-805587603_icephys.nwb,0,0,0.8187488187488189,1.0,0.0,0.5895236119038593,-1.688184,0.8908949957516402,1.1242125,0.07307567689644158,0.265876,0.6557431497834357,-1.5050735,0.5064982761651297,5.3188286,0.7547844917444442,2.5451214,0.6662292736222721,3.3111744,0.44900283921857786,1.8900068,0.9083542352868457,6.5966964,0.7982630566198308,8.691143,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-65.88834939856257
3173,SM-GE5OW_S146_E1-50,805600765,805600629,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072222\sub-803072222_ses-805600629_icephys.nwb,1,0,0.22812322812322794,1.0,0.0,0.5540735930957279,12.29355,0.4875023062346657,-0.25055537,0.5828268793298261,0.8608229,0.5829392624088167,2.0695467,0.516681769785196,8.755447,0.6187441741913021,3.5580537,0.27932455562701775,2.2715602,0.18674778227233438,-0.3337162,0.6442296124500797,6.974877,0.44430874607933774,6.4389415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-72.24347321859611
3174,SM-GE5OW_S120_E1-50,805603173,805603057,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-803072222\sub-803072222_ses-805603057_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.5527580641236199,12.290257,0.5026719686881387,-0.2265321,0.6185304604444173,0.8938021,0.6093768526028621,2.1157637,0.3751821959400581,8.292818,0.5906925826248737,3.484362,0.2244319281764687,2.1070514,0.20219813781882762,-0.30691674,0.7365892376674051,7.0713024,0.4876297645035991,6.480112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-62.360763779739585
